x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 1009.941, y = -329.7619, z = 786.5118, angle = 20.32567, collision = h0094B1
x = 1009.537, y = -330.0274, z = 785.3823, angle = 19.71537, collision = h0097B1
x = 1009.129, y = -330.044, z = 784.2365, angle = 19.3284, collision = h0097B1
x = 1008.758, y = -330.0435, z = 783.1791, angle = 19.07024, collision = h0097B1
x = 1008.327, y = -330.0529, z = 781.9285, angle = 18.32633, collision = h0097B1
x = 1007.858, y = -330.0517, z = 780.5165, angle = 17.98361, collision = h0097B1
x = 1007.45, y = -330.0434, z = 779.2581, angle = 17.98, collision = h0097B1
x = 1006.996, y = -330.0418, z = 777.8411, angle = 17.46918, collision = h0097B1
x = 1006.599, y = -330.0472, z = 776.5793, angle = 23.44203, collision = h0097B1
x = 1006.024, y = -330.0497, z = 775.2076, angle = 23.26749, collision = h0097B1
x = 1005.504, y = -330.0437, z = 773.9914, angle = 21.6011, collision = h0097B1
x = 1005.117, y = -330.0696, z = 772.5746, angle = -38.47006, collision = h0097B1
x = 1005.786, y = -330.0479, z = 771.6956, angle = -57.43733, collision = h0097B1
x = 1003.315, y = -329.837, z = 773.0239, angle = 84.00153, collision = h0097B1
x = 1002.308, y = -330.1834, z = 772.4323, angle = 29.73008, collision = h0097B1
x = 1001.29, y = -330.2251, z = 771.4802, angle = 115.8675, collision = h0097B1
x = 1000.126, y = -330.2014, z = 772.0479, angle = 150.0233, collision = h0097B1
x = 999.1462, y = -330.2256, z = 773.1124, angle = 75.60519, collision = h0097B1
x = 997.8751, y = -330.2399, z = 772.8435, angle = 65.74765, collision = h0097B1
x = 996.5089, y = -330.1249, z = 772.2554, angle = 97.62177, collision = h0097B1
x = 995.2289, y = -330.0623, z = 772.3843, angle = 112.8751, collision = h0097B1
x = 993.8792, y = -330.0682, z = 773.0036, angle = 128.0541, collision = h0097B1
x = 992.812, y = -329.937, z = 773.7809, angle = 97.17951, collision = h0097B1
x = 991.3456, y = -329.4815, z = 773.9763, angle = 82.88041, collision = h0097B1
x = 990.0209, y = -329.1563, z = 773.795, angle = 78.63864, collision = h2097B1
x = 988.543, y = -328.7, z = 773.5052, angle = 79.99413, collision = h2097B1
x = 987.2222, y = -328.7, z = 773.272, angle = 97.62792, collision = h2097B1
x = 986.2032, y = -328.7, z = 773.3339, angle = 100.1035, collision = h2097B1
x = 985.7043, y = -308, z = 773.1569, angle = -50.71834, collision = h2097B1
x = 986.65, y = -308, z = 772.3915, angle = -61.02745, collision = h2097B1
x = 987.9729, y = -308, z = 771.7324, angle = -70.90549, collision = h2097B1
x = 989.2397, y = -308, z = 771.358, angle = -77.66778, collision = h2097B1
x = 990.6962, y = -308, z = 771.2513, angle = -115.7, collision = h2097B1
x = 991.8501, y = -308, z = 771.8779, angle = 151.5948, collision = h2097B1
x = 991.116, y = -308, z = 772.6241, angle = 85.17278, collision = h2097B1
x = 989.8637, y = -308, z = 772.6043, angle = 129.5305, collision = h2097B1
x = 987.7595, y = -308, z = 773.1671, angle = -144.9673, collision = h2097B1
x = 988.4729, y = -308, z = 774.0278, angle = -83.69484, collision = h2097B1
x = 989.9556, y = -307.3054, z = 773.9211, angle = -93.1861, collision = h2097B1
x = 990.7815, y = -306.775, z = 773.9478, angle = -99.88267, collision = h2097B1
x = 991.7585, y = -306.1935, z = 774.1129, angle = -158.0842, collision = h2097B1
x = 992.1775, y = -306.1928, z = 775.2486, angle = 133.7532, collision = h2097B1
x = 990.5729, y = -305.8755, z = 775.8758, angle = 106.5885, collision = h2097B1
x = 989.6396, y = -305.2713, z = 776.197, angle = 92.99055, collision = h2097B1
x = 988.8197, y = -304.7404, z = 776.2085, angle = 84.70943, collision = h2097B1
x = 987.8315, y = -304.1006, z = 776.1223, angle = 89.96079, collision = h2097B1
x = 987.0049, y = -303.5655, z = 776.1096, angle = 87.26104, collision = h2097B1
x = 985.9955, y = -302.9119, z = 776.0723, angle = 85.11632, collision = h2097B1
x = 984.4954, y = -302.6325, z = 775.8934, angle = 76.1629, collision = h2097B1
x = 983.3996, y = -302.6325, z = 775.6462, angle = 75.2655, collision = h2097B1
x = 982.5291, y = -302.5781, z = 774.9026, angle = 11.17273, collision = h2097B1
x = 982.4317, y = -302.0251, z = 773.6853, angle = 1.202783, collision = h2097B1
x = 982.6289, y = -301.8324, z = 772.6094, angle = -18.55878, collision = h2097B1
x = 983.3602, y = -307.8299, z = 770.6516, angle = -18.55878, collision = h2097B1
x = 982.1865, y = -308, z = 771.2203, angle = 148.5571, collision = h2097B1
x = 981.98, y = -308, z = 772.3025, angle = 171.5587, collision = h2097B1
x = 982.1073, y = -308, z = 773.7547, angle = -159.1801, collision = h2097B1
x = 983.3699, y = -308, z = 775.6241, angle = -115.3484, collision = h2097B1
x = 984.5809, y = -308, z = 776.0964, angle = -17.61674, collision = h2097B1
x = 985.4803, y = -308, z = 771.8713, angle = -32.43157, collision = h2097B1
x = 987.1124, y = -328.4269, z = 774.4064, angle = -97.07163, collision = h2097B1
x = 1009.735, y = -329.5897, z = 790.2209, angle = 155.7645, collision = h0094B1
x = 1009.185, y = -329.5825, z = 791.5949, angle = 165.4958, collision = h0094B1
x = 1008.855, y = -329.6465, z = 792.8757, angle = 162.0127, collision = h0094B1
x = 1008.263, y = -329.5345, z = 794.2188, angle = 120.5685, collision = h0094B1
x = 1007.11, y = -329.5496, z = 794.8318, angle = 92.45511, collision = h0094B1
x = 1005.634, y = -329.5822, z = 794.9855, angle = 104.5639, collision = h0094B1
x = 1004.356, y = -329.4448, z = 795.326, angle = 117.3229, collision = h0094B1
x = 1003.057, y = -329.2084, z = 796.0297, angle = 121.8066, collision = h0094B1
x = 1001.931, y = -328.9726, z = 796.7236, angle = 118.2795, collision = h0094B1
x = 1000.616, y = -328.8008, z = 797.4192, angle = 114.5735, collision = h0094B1
x = 999.4114, y = -328.7523, z = 797.9655, angle = 111.5525, collision = h0094B1
x = 998.0242, y = -328.7255, z = 798.5037, angle = 108.503, collision = h0094B1
x = 996.7629, y = -328.7244, z = 798.9214, angle = 97.89651, collision = h0094B1
x = 995.2979, y = -328.7915, z = 799.0516, angle = 76.03461, collision = h0094B1
x = 994.0331, y = -328.8635, z = 798.6969, angle = 52.3978, collision = h0094B1
x = 992.8674, y = -328.9426, z = 797.7803, angle = 41.65618, collision = h0094B1
x = 991.9916, y = -329.0166, z = 796.7668, angle = 26.17666, collision = h0094B1
x = 991.408, y = -329.1039, z = 795.4124, angle = 14.39431, collision = h0094B1
x = 991.0774, y = -329.2376, z = 794.1317, angle = 12.8194, collision = h0094B1
x = 990.7332, y = -329.3904, z = 792.684, angle = 17.01168, collision = h0094B1
x = 990.335, y = -329.8405, z = 791.4235, angle = 39.09573, collision = h0094B1
x = 989.3579, y = -329.994, z = 790.327, angle = 93.64188, collision = h0094B1
x = 988.2191, y = -330.391, z = 790.2801, angle = 100.3676, collision = h0094B1
x = 987.3036, y = -330.9648, z = 789.8839, angle = 110.1219, collision = h0094B1
x = 986.0825, y = -331.4532, z = 790.2988, angle = 104.1782, collision = h0094B1
x = 985.144, y = -332.0469, z = 790.3705, angle = 62.69394, collision = h0094B1
x = 984.2388, y = -332.69, z = 790.0086, angle = 55.13997, collision = h0094B1
x = 983.5552, y = -333.2107, z = 789.5439, angle = 91.34248, collision = h0094B1
x = 982.0911, y = -333.8333, z = 789.4694, angle = 99.80833, collision = h0094B1
x = 980.7832, y = -334.4283, z = 789.6555, angle = 100.3942, collision = h0094B1
x = 979.8075, y = -335.1382, z = 789.8343, angle = 100.8897, collision = h0094B1
x = 978.8337, y = -335.6528, z = 790.0236, angle = 114.6214, collision = h0094B1
x = 977.6343, y = -336.0251, z = 790.5713, angle = 119.3939, collision = h0012B1
x = 976.3387, y = -336.5037, z = 791.3032, angle = 120.1209, collision = h0012B1
x = 975.1959, y = -336.9724, z = 791.9689, angle = 121.6091, collision = h0012B1
x = 974.3307, y = -337.1167, z = 792.4907, angle = 114.6236, collision = h0012B1
x = 973.1288, y = -337.3659, z = 793.0427, angle = 114.6828, collision = h0012B1
x = 971.7769, y = -337.7225, z = 793.6644, angle = 114.8311, collision = h0012B1
x = 970.5552, y = -337.8809, z = 794.1539, angle = 72.5812, collision = h0012B1
x = 969.1437, y = -338.2046, z = 793.6766, angle = 51.06921, collision = h0012B1
x = 968.1728, y = -338.5948, z = 792.9537, angle = 58.41835, collision = h0012B1
x = 967.2227, y = -339.0231, z = 792.3951, angle = 49.78211, collision = h0012B1
x = 966.285, y = -339.6587, z = 791.3734, angle = 23.75409, collision = h0012B1
x = 965.7927, y = -340.1444, z = 790.2061, angle = 12.84584, collision = h0012B1
x = 965.5381, y = -340.5414, z = 789.1725, angle = 27.66266, collision = h0012B1
x = 964.4415, y = -341.8172, z = 787.0978, angle = 38.8942, collision = h0012B1
x = 963.5986, y = -342.1741, z = 786.0738, angle = 56.10144, collision = h0012B1
x = 962.5173, y = -342.8249, z = 785.2236, angle = 36.47865, collision = h0012B1
x = 961.6259, y = -343.1649, z = 784.0801, angle = 33.73655, collision = h0012B1
x = 960.8884, y = -343.6001, z = 782.841, angle = 0.00107917, collision = h0012B1
x = 960.8997, y = -344.0988, z = 781.3852, angle = -7.065927, collision = h0012B1
x = 961.0192, y = -344.3642, z = 780.0734, angle = -2.151633, collision = h0012B1
x = 961.0573, y = -344.5125, z = 779.0651, angle = -19.32202, collision = h0012B1
x = 961.6251, y = -344.6371, z = 777.7042, angle = -46.70766, collision = h0012B1
x = 962.6269, y = -344.4736, z = 776.865, angle = -79.22482, collision = h0012B1
x = 963.8406, y = -344.4473, z = 776.9453, angle = -165.7497, collision = h0012B1
x = 964.1889, y = -344.521, z = 778.1136, angle = -171.0347, collision = h0012B1
x = 964.3951, y = -344.6302, z = 779.4697, angle = -174.9212, collision = h0012B1
x = 964.5126, y = -344.5588, z = 780.796, angle = -144.4107, collision = h0012B1
x = 964.9744, y = -344.4293, z = 781.8082, angle = -82.96487, collision = h0012B1
x = 966.2573, y = -344.5808, z = 781.7264, angle = -71.71069, collision = h0012B1
x = 967.6333, y = -344.5084, z = 781.3109, angle = -101.8235, collision = h0012B1
x = 968.6501, y = -344.4464, z = 781.304, angle = -159.8372, collision = h0012B1
x = 969.2162, y = -344.5604, z = 782.5953, angle = -174.946, collision = h0012B1
x = 969.3617, y = -344.4539, z = 783.8745, angle = -123.277, collision = h0012B1
x = 970.124, y = -344.2473, z = 784.6613, angle = -65.83539, collision = h0012B1
x = 971.3694, y = -344.3995, z = 784.3737, angle = -50.1424, collision = h0012B1
x = 972.4564, y = -344.6139, z = 783.564, angle = -105.446, collision = h0012B1
x = 973.5311, y = -344.5376, z = 783.6165, angle = -169.1345, collision = h0012B1
x = 973.8619, y = -344.6254, z = 784.8453, angle = -179.765, collision = h0012B1
x = 973.81, y = -344.3829, z = 786.0336, angle = 179.9202, collision = h0012B1
x = 973.86, y = -343.8206, z = 787.162, angle = -108.3626, collision = h0012B1
x = 974.9206, y = -344.2631, z = 787.2881, angle = -36.01156, collision = h0012B1
x = 975.7047, y = -344.5602, z = 786.2015, angle = -27.29432, collision = h0012B1
x = 976.405, y = -344.4438, z = 784.8889, angle = -30.49033, collision = h0012B1
x = 977.1343, y = -344.3142, z = 783.7875, angle = -43.94728, collision = h0012B1
x = 978.3471, y = -344.3674, z = 783.1578, angle = -136.1678, collision = h0094B1
x = 979.3242, y = -344.4304, z = 784.1526, angle = -132.5178, collision = h0094B1
x = 980.1465, y = -344.6491, z = 784.9692, angle = -111.9977, collision = h0094B1
x = 981.4907, y = -344.6411, z = 785.5634, angle = -101.255, collision = h0094B1
x = 982.6904, y = -344.651, z = 785.8239, angle = -101.889, collision = h0094B1
x = 983.9399, y = -344.6673, z = 786.1036, angle = -94.56671, collision = h0094B1
x = 985.3699, y = -344.6954, z = 786.2343, angle = -92.56564, collision = h0094B1
x = 986.4579, y = -344.6924, z = 786.2946, angle = -98.99314, collision = h0094B1
x = 987.837, y = -344.635, z = 786.4752, angle = -114.6636, collision = h0094B1
x = 989.0227, y = -344.5513, z = 787.0328, angle = -149.656, collision = h0094B1
x = 989.6441, y = -344.34, z = 787.9501, angle = -155.8697, collision = h0094B1
x = 990.2553, y = -343.9886, z = 789.1984, angle = -125.1091, collision = h0094B1
x = 991.0467, y = -343.9562, z = 789.9073, angle = -64.2001, collision = h0094B1
x = 992.4662, y = -343.8986, z = 789.8056, angle = -57.41221, collision = h0094B1
x = 993.5562, y = -343.8289, z = 789.1133, angle = -34.38851, collision = h0094B1
x = 994.3177, y = -344.009, z = 788.1711, angle = -38.67492, collision = h0094B1
x = 995.7723, y = -344.2035, z = 785.9981, angle = -36.80818, collision = h0094B1
x = 996.5009, y = -344.3474, z = 784.9117, angle = -47.70665, collision = h0094B1
x = 997.3004, y = -344.5643, z = 784.1134, angle = -91.17706, collision = h0094B1
x = 998.6089, y = -344.7066, z = 784.0205, angle = -124.8508, collision = h0094B1
x = 999.7144, y = -344.5615, z = 784.7551, angle = -140.1498, collision = h0094B1
x = 1000.524, y = -344.4581, z = 785.6154, angle = -120.1329, collision = h0094B1
x = 1001.616, y = -344.3801, z = 786.3009, angle = -115.1805, collision = h0094B1
x = 1002.917, y = -344.2691, z = 786.9136, angle = -113.1853, collision = h0094B1
x = 1003.895, y = -343.9031, z = 787.3433, angle = -92.35849, collision = h0094B1
x = 1005.257, y = -343.9723, z = 787.4373, angle = -37.92663, collision = h0094B1
x = 1005.484, y = -344.4542, z = 785.0651, angle = 14.1537, collision = h0094B1
x = 1005.135, y = -344.6285, z = 783.6055, angle = -37.22628, collision = h0094B1
x = 1005.911, y = -344.63, z = 782.5687, angle = -73.13119, collision = h0094B1
x = 1007.323, y = -344.4375, z = 782.1986, angle = -90.71317, collision = h0094B1
x = 1008.669, y = -344.0953, z = 782.2135, angle = -67.58792, collision = h0094B1
x = 1009.791, y = -344.1249, z = 781.8151, angle = -34.98, collision = h0094B1
x = 1011.078, y = -344.4096, z = 779.721, angle = -16.33992, collision = h0094B1
x = 1011.536, y = -344.7345, z = 778.3557, angle = -56.6574, collision = h0094B1
x = 1012.478, y = -344.8394, z = 777.5289, angle = -57.72092, collision = h0094B1
x = 1013.394, y = -344.8326, z = 776.9821, angle = -20.35443, collision = h0094B1
x = 1014.032, y = -344.7302, z = 775.6614, angle = -58.84812, collision = h0094B1
x = 1015.164, y = -344.5234, z = 775.0151, angle = -93.30025, collision = h0094B1
x = 1016.318, y = -344.6325, z = 775.0391, angle = -87.89022, collision = h0094B1
x = 1018.574, y = -344.5362, z = 773.9772, angle = -62.97366, collision = h0094B1
x = 1019.495, y = -344.64, z = 773.1305, angle = 16.97115, collision = h0094B1
x = 1010.636, y = -344.8732, z = 777.5715, angle = 53.64638, collision = h0094B1
x = 1009.561, y = -344.6995, z = 776.837, angle = 49.24495, collision = h0094B1
x = 1008.73, y = -344.5997, z = 776.0082, angle = 37.72528, collision = h0094B1
x = 1009.184, y = -344.365, z = 775.0535, angle = -53.90176, collision = h0094B1
x = 1010.217, y = -344.2011, z = 774.2452, angle = -39.1991, collision = h0094B1
x = 1011.136, y = -343.7684, z = 773.0766, angle = 37.61995, collision = h0094B1
x = 1009.605, y = -343.865, z = 773.3585, angle = 129.235, collision = h0094B1
x = 1007.955, y = -344.7155, z = 777.0203, angle = -173.4254, collision = h0094B1
x = 1008.068, y = -344.7776, z = 778.0424, angle = -168.3758, collision = h0094B1
x = 1008.229, y = -344.6083, z = 779.348, angle = 173.533, collision = h0094B1
x = 1008.108, y = -344.5403, z = 780.3511, angle = 165.7301, collision = h0094B1
x = 1007.394, y = -344.1906, z = 783.5779, angle = 144.7831, collision = h0094B1
x = 1004.71, y = -344.4261, z = 785.7217, angle = -175.7734, collision = h0094B1
x = 1004.913, y = -343.6131, z = 788.5167, angle = 136.2362, collision = h0094B1
x = 1003.341, y = -344.4961, z = 785.4014, angle = 36.11785, collision = h0094B1
x = 1002.626, y = -344.6541, z = 784.3289, angle = 3.918507, collision = h0094B1
x = 1002.477, y = -344.6685, z = 782.851, angle = 13.77541, collision = h0094B1
x = 1002.19, y = -344.7864, z = 781.5617, angle = 15.30333, collision = h0094B1
x = 1001.871, y = -344.7565, z = 780.1102, angle = 7.203104, collision = h0094B1
x = 1001.701, y = -344.7218, z = 778.7985, angle = 21.00786, collision = h0094B1
x = 1001.076, y = -344.6322, z = 777.4722, angle = 48.00764, collision = h0094B1
x = 1000.064, y = -344.6605, z = 776.6026, angle = 64.8101, collision = h0094B1
x = 998.8477, y = -344.6236, z = 776.0386, angle = 77.33147, collision = h0094B1
x = 997.4752, y = -344.5728, z = 776.1114, angle = 163.57, collision = h0094B1
x = 997.251, y = -344.7678, z = 777.4637, angle = -162.0383, collision = h0094B1
x = 997.6449, y = -344.9533, z = 778.8069, angle = 161.0057, collision = h0094B1
x = 997.3326, y = -344.9741, z = 780.0355, angle = 154.7211, collision = h0094B1
x = 996.8196, y = -344.8688, z = 781.107, angle = 101.9561, collision = h0094B1
x = 995.8373, y = -344.7721, z = 781.4526, angle = 59.74291, collision = h0094B1
x = 994.7122, y = -344.7596, z = 780.7585, angle = 30.37526, collision = h0094B1
x = 993.9625, y = -344.7652, z = 779.4764, angle = 25.07978, collision = h0094B1
x = 993.39, y = -344.6556, z = 778.2841, angle = 27.92655, collision = h0094B1
x = 992.663, y = -344.5374, z = 776.9874, angle = 47.32802, collision = h0094B1
x = 991.678, y = -344.491, z = 776.1085, angle = 82.58605, collision = h0094B1
x = 990.3074, y = -344.4253, z = 776.2275, angle = 143.2367, collision = h0094B1
x = 989.3999, y = -344.3287, z = 777.4011, angle = 161.2942, collision = h0094B1
x = 988.9077, y = -344.3578, z = 778.6219, angle = 164.6865, collision = h0094B1
x = 988.4706, y = -344.3946, z = 779.8641, angle = 115.0127, collision = h0094B1
x = 987.1685, y = -344.3679, z = 780.5707, angle = 106.4814, collision = h0094B1
x = 985.7318, y = -344.1751, z = 780.8793, angle = 86.76503, collision = h0094B1
x = 984.4109, y = -344.069, z = 780.8093, angle = 101.4352, collision = h0094B1
x = 982.9706, y = -344.0568, z = 781.1519, angle = 111.2362, collision = h0094B1
x = 981.7382, y = -344.3084, z = 781.6323, angle = 109.3524, collision = h0094B1
x = 980.3174, y = -344.3714, z = 782.0583, angle = 91.41056, collision = h0094B1
x = 979.0089, y = -344.3241, z = 782.1915, angle = 98.75454, collision = h0012B1
x = 977.6658, y = -344.253, z = 782.4003, angle = 98.04729, collision = h0012B1
x = 976.2451, y = -344.2686, z = 782.526, angle = 77.79572, collision = h0012B1
x = 974.8595, y = -344.3081, z = 782.4858, angle = 116.2445, collision = h0012B1
x = 971.3878, y = -344.5641, z = 782.9454, angle = 91.78188, collision = h0012B1
x = 968.0482, y = -344.5847, z = 783.0508, angle = 94.65539, collision = h0012B1
x = 966.8735, y = -344.4163, z = 782.9711, angle = 104.9421, collision = h0012B1
x = 965.823, y = -344.0733, z = 783.0673, angle = -12.43892, collision = h0012B1
x = 965.4442, y = -344.558, z = 780.0577, angle = -35.58848, collision = h0012B1
x = 966.1885, y = -344.4044, z = 778.9168, angle = -11.37366, collision = h0012B1
x = 966.4132, y = -344.3087, z = 777.9329, angle = 22.69889, collision = h0012B1
x = 965.9858, y = -344.0885, z = 776.9233, angle = 62.95317, collision = h0012B1
x = 964.684, y = -344.2888, z = 776.1156, angle = 0.9229634, collision = h0012B1
x = 964.5822, y = -344.0679, z = 774.8475, angle = -18.15242, collision = h0012B1
x = 964.9024, y = -343.6616, z = 773.5208, angle = 66.46196, collision = h0012B1
x = 963.9223, y = -343.6163, z = 772.9681, angle = 129.0914, collision = h0012B1
x = 962.9949, y = -343.9968, z = 774.0176, angle = 165.8722, collision = h0012B1
x = 962.6057, y = -344.3268, z = 775.2973, angle = 168.258, collision = h0012B1
x = 959.937, y = -344.3846, z = 779.3009, angle = 108.1211, collision = h0012B1
x = 958.924, y = -344.2591, z = 779.68, angle = 84.57922, collision = h0012B1
x = 957.7112, y = -344.0931, z = 779.5276, angle = 9.978551, collision = h0012B1
x = 957.3761, y = -344.1887, z = 778.5535, angle = 7.387424, collision = h0012B1
x = 957.1964, y = -344.4112, z = 777.2805, angle = 14.20675, collision = h0012B1
x = 956.9416, y = -344.498, z = 776.265, angle = 26.22125, collision = h0012B1
x = 956.5386, y = -344.6681, z = 775.3472, angle = 56.05835, collision = h0012B1
x = 955.5201, y = -344.7199, z = 774.5994, angle = 62.39163, collision = h0012B1
x = 954.599, y = -344.7889, z = 774.1018, angle = 44.00113, collision = h0012B1
x = 953.66, y = -344.581, z = 773.2188, angle = 22.56481, collision = h0012B1
x = 953.0811, y = -344.4246, z = 772.0344, angle = 26.99195, collision = h0012B1
x = 952.4889, y = -344.3487, z = 770.8328, angle = 41.00992, collision = h0012B1
x = 951.7509, y = -344.2328, z = 770.0794, angle = 53.78891, collision = h0012B1
x = 950.4356, y = -344.0835, z = 769.5495, angle = 104.0022, collision = h0012B1
x = 948.9906, y = -344.0161, z = 769.851, angle = 134.776, collision = h0012B1
x = 948.3641, y = -344.0822, z = 770.8741, angle = -167.5027, collision = h0012B1
x = 948.6081, y = -344.2253, z = 772.0117, angle = -166.3602, collision = h0012B1
x = 949.0093, y = -344.3702, z = 773.5709, angle = -174.7163, collision = h0012B1
x = 949.0032, y = -344.6823, z = 775.0334, angle = 146.5067, collision = h0012B1
x = 948.3565, y = -344.6934, z = 776.1781, angle = 167.4153, collision = h0012B1
x = 947.9925, y = -344.5974, z = 777.5947, angle = 162.389, collision = h0012B1
x = 947.613, y = -344.3741, z = 778.8574, angle = 152.2025, collision = h0012B1
x = 945.8188, y = -344.3227, z = 780.0032, angle = 86.47376, collision = h0012B1
x = 944.3935, y = -344.5718, z = 779.854, angle = 86.86186, collision = h0012B1
x = 943.1906, y = -344.5388, z = 780.1808, angle = 167.7213, collision = h0012B1
x = 942.8547, y = -344.2549, z = 781.5338, angle = 174.9213, collision = h0012B1
x = 942.7835, y = -344.1371, z = 782.5647, angle = -127.1423, collision = h0012B1
x = 943.6376, y = -343.938, z = 783.2505, angle = 10.23915, collision = h0012B1
x = 944.3768, y = -343.3527, z = 782.7742, angle = 20.67953, collision = h0012B1
x = 941.5591, y = -344.4218, z = 781.3254, angle = 93.50049, collision = h0012B1
x = 940.1882, y = -344.4229, z = 781.3972, angle = 94.30356, collision = h0012B1
x = 938.8673, y = -344.3946, z = 781.4019, angle = 29.0752, collision = h0012B1
x = 938.175, y = -344.5305, z = 780.2435, angle = -6.579153, collision = h0012B1
x = 938.3085, y = -344.6886, z = 778.9834, angle = 5.756087, collision = h0012B1
x = 938.6881, y = -344.4183, z = 777.7294, angle = 17.21176, collision = h0012B1
x = 938.4524, y = -344.2883, z = 776.6938, angle = 37.72404, collision = h0012B1
x = 937.6841, y = -344.0708, z = 775.6952, angle = 71.93272, collision = h0012B1
x = 936.6634, y = -344.0578, z = 775.2883, angle = 87.23131, collision = h0012B1
x = 935.349, y = -344.4222, z = 775.5477, angle = 175.9147, collision = h0012B1
x = 935.1792, y = -344.494, z = 776.877, angle = 157.9646, collision = h0012B1
x = 934.6412, y = -344.6561, z = 778.27, angle = 159.8035, collision = h0012B1
x = 934.1405, y = -344.6218, z = 779.6709, angle = 165.8039, collision = h0012B1
x = 933.8616, y = -344.3844, z = 780.9603, angle = 167.0908, collision = h0012B1
x = 933.5394, y = -344.2569, z = 782.4011, angle = 161.6698, collision = h0012B1
x = 933.1262, y = -344.1079, z = 783.6575, angle = 170.9214, collision = h0012B1
x = 932.7946, y = -343.9498, z = 784.8154, angle = 129.5521, collision = h0012B1
x = 931.7518, y = -344.0019, z = 785.1139, angle = 79.50253, collision = h0012B1
x = 930.5889, y = -344.064, z = 785.0638, angle = 132.0288, collision = h0012B1
x = 929.4686, y = -343.7081, z = 785.918, angle = 89.10262, collision = h0012B1
x = 928.0977, y = -343.4486, z = 785.9529, angle = 59.40381, collision = h0011B1
x = 926.8864, y = -343.5032, z = 785.1731, angle = 19.97549, collision = h0011B1
x = 926.4425, y = -343.9472, z = 783.8566, angle = -40.15864, collision = h0011B1
x = 927.1185, y = -344.3559, z = 782.8239, angle = -14.16546, collision = h0011B1
x = 927.5276, y = -344.6325, z = 781.8873, angle = 8.991971, collision = h0011B1
x = 927.3605, y = -344.328, z = 780.6315, angle = 8.006566, collision = h0011B1
x = 927.192, y = -344.2375, z = 779.5612, angle = 64.08771, collision = h0011B1
x = 926.0308, y = -344.2868, z = 778.8089, angle = 35.42655, collision = h0011B1
x = 925.24, y = -344.2579, z = 777.9131, angle = 13.90215, collision = h0011B1
x = 924.9575, y = -344.1141, z = 776.8674, angle = 6.315248, collision = h0011B1
x = 924.7708, y = -343.9583, z = 775.5962, angle = 4.23163, collision = h0011B1
x = 924.6856, y = -343.8445, z = 774.5342, angle = 1.763924, collision = h0011B1
x = 924.6412, y = -343.6158, z = 773.2682, angle = 44.5402, collision = h0011B1
x = 924.0518, y = -343.5726, z = 772.4147, angle = 104.4594, collision = h0011B1
x = 922.8176, y = -343.9246, z = 772.7699, angle = 168.006, collision = h0011B1
x = 922.481, y = -344.0889, z = 773.9084, angle = 160.8669, collision = h0011B1
x = 922.192, y = -344.2921, z = 774.8903, angle = 149.8434, collision = h0011B1
x = 921.6481, y = -344.52, z = 775.7849, angle = 146.0836, collision = h0011B1
x = 920.8165, y = -344.5108, z = 776.9453, angle = 127.0286, collision = h0011B1
x = 919.4688, y = -343.5531, z = 777.8497, angle = 106.4805, collision = h0011B1
x = 917.8055, y = -343.7471, z = 778.3113, angle = 109.6023, collision = h0011B1
x = 916.7864, y = -343.6106, z = 778.6451, angle = -9.748934, collision = h0011B1
x = 916.0093, y = -343.866, z = 777.4525, angle = -19.91687, collision = h0011B1
x = 916.4023, y = -344.0605, z = 776.4437, angle = -35.24456, collision = h0011B1
x = 917.1919, y = -344.4376, z = 775.3228, angle = -35.83851, collision = h0011B1
x = 918.0736, y = -344.4616, z = 774.1245, angle = -34.13295, collision = h0011B1
x = 918.8018, y = -344.2047, z = 773.0212, angle = -29.81917, collision = h0011B1
x = 919.5605, y = -343.9915, z = 771.7411, angle = -22.38489, collision = h0011B1
x = 919.8024, y = -343.7599, z = 770.5134, angle = 34.90328, collision = h0011B1
x = 918.9564, y = -343.7245, z = 769.5064, angle = 84.02901, collision = h0011B1
x = 917.7546, y = -343.9287, z = 769.3882, angle = 123.7309, collision = h0011B1
x = 916.8638, y = -344.1554, z = 769.9359, angle = 116.4998, collision = h0011B1
x = 915.7531, y = -344.4089, z = 770.5438, angle = 118.7965, collision = h0011B1
x = 914.8307, y = -344.6201, z = 771.0391, angle = 108.2635, collision = h0011B1
x = 913.4394, y = -344.7198, z = 771.5475, angle = 106.6481, collision = h0011B1
x = 912.2192, y = -344.5215, z = 771.8906, angle = 92.42508, collision = h0011B1
x = 910.9392, y = -344.2945, z = 771.9215, angle = 26.07128, collision = h0011B1
x = 910.3073, y = -344.3348, z = 771.0536, angle = 24.39707, collision = h0011B1
x = 909.772, y = -344.525, z = 769.8844, angle = 27.38883, collision = h0011B1
x = 909.289, y = -344.5739, z = 768.9347, angle = 27.58519, collision = h0011B1
x = 908.7015, y = -344.3877, z = 767.7908, angle = 15.85224, collision = h0011B1
x = 908.3584, y = -344.2772, z = 766.7841, angle = 61.37991, collision = h0011B1
x = 907.7902, y = -343.9225, z = 765.7422, angle = 63.33002, collision = h0011B1
x = 906.8894, y = -343.6181, z = 765.2391, angle = 27.03316, collision = h0011B1
x = 906.095, y = -343.1277, z = 764.4076, angle = 24.38647, collision = h0011B1
x = 905.6447, y = -343.2282, z = 763.4462, angle = 63.69421, collision = h0011B1
x = 904.3964, y = -343.1908, z = 762.8568, angle = 146.6268, collision = h0011B1
