x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 101.068, y = -328.5326, z = 151.3727, angle = 95.67496, collision = h0019B1
x = 99.66736, y = -328.5326, z = 151.4068, angle = 27.3296, collision = h0019B1
x = 99.42647, y = -328.5326, z = 150.3095, angle = -66.38317, collision = h0019B1
x = 100.7162, y = -328.5326, z = 149.8089, angle = -94.82454, collision = h0019B1
x = 102.045, y = -328.5326, z = 150.111, angle = -119.0808, collision = h0019B1
x = 103.3141, y = -328.5326, z = 150.4428, angle = -44.13164, collision = h0019B1
x = 104.1772, y = -328.5326, z = 149.3631, angle = 19.94504, collision = h0019B1
x = 103.6587, y = -328.3174, z = 148.1237, angle = 54.45674, collision = h0019B1
x = 103.0246, y = -328.0877, z = 147.0669, angle = -66.97014, collision = h0019B1
x = 104.2279, y = -327.4568, z = 146.6355, angle = -131.5005, collision = h0019B1
x = 105.1998, y = -327.4024, z = 147.3266, angle = -97.5813, collision = h0019B1
x = 106.7059, y = -326.7736, z = 147.1539, angle = 13.67236, collision = h0019B1
x = 106.265, y = -326.227, z = 145.5353, angle = 33.12795, collision = h0019B1
x = 105.5737, y = -326.0065, z = 144.4516, angle = -40.31552, collision = h0019B1
x = 106.2369, y = -325.3446, z = 143.496, angle = -107.4929, collision = h0019B1
x = 107.5011, y = -324.9763, z = 143.7155, angle = -119.619, collision = h0019B1
x = 108.4898, y = -324.8525, z = 144.2623, angle = -36.04001, collision = h0019B1
x = 109.3261, y = -324.1001, z = 143.2454, angle = 23.45732, collision = h0019B1
x = 108.9599, y = -323.743, z = 142.1223, angle = 26.62225, collision = h0019B1
x = 108.4384, y = -323.5152, z = 141.1644, angle = -96.9217, collision = h0020B1
x = 114.4362, y = -320.788, z = 136.0828, angle = -75.8708, collision = h0020B1
x = 115.7263, y = -320.588, z = 135.8411, angle = -38.51891, collision = h0020B1
x = 116.5313, y = -320.4135, z = 134.9339, angle = 16.78645, collision = h0020B1
x = 116.3593, y = -319.9005, z = 133.6178, angle = 16.85021, collision = h0020B1
x = 116.052, y = -319.4704, z = 132.3775, angle = -57.78426, collision = h0020B1
x = 117.1059, y = -319.1876, z = 131.6458, angle = -93.98478, collision = h0020B1
x = 118.5087, y = -319.1876, z = 131.697, angle = -60.26597, collision = h0020B1
x = 119.5027, y = -319.1876, z = 130.8497, angle = -1.766355, collision = h0020B1
x = 119.4934, y = -318.8144, z = 129.455, angle = 14.99879, collision = h0020B1
x = 119.1968, y = -318.588, z = 128.281, angle = 16.35795, collision = h0020B1
x = 119.6009, y = -318.5899, z = 127.1102, angle = -16.42977, collision = h0020B1
x = 120.0047, y = -318.5894, z = 124.3481, angle = 48.86433, collision = h0020B1
x = 119.2366, y = -318.5876, z = 123.222, angle = -11.51549, collision = h0020B1
x = 119.3741, y = -318.9301, z = 121.942, angle = 26.38551, collision = h0020B1
x = 118.8014, y = -319.1876, z = 120.8663, angle = 43.61042, collision = h0020B1
x = 117.7976, y = -319.1876, z = 119.8894, angle = 68.92282, collision = h0020B1
x = 116.4889, y = -319.247, z = 119.3793, angle = 92.03626, collision = h0020B1
x = 115.2456, y = -319.8066, z = 119.3378, angle = 108.9413, collision = h0020B1
x = 114.2411, y = -320.1373, z = 119.6093, angle = 171.4007, collision = h0020B1
x = 114.3588, y = -319.6401, z = 120.8479, angle = -129.121, collision = h0020B1
x = 115.5201, y = -319.1876, z = 121.6238, angle = -126.6709, collision = h0020B1
x = 116.7831, y = -319.1876, z = 122.166, angle = -68.06194, collision = h0020B1
x = 118.1176, y = -319.1876, z = 121.7399, angle = -92.71842, collision = h0020B1
x = 120.3649, y = -318.588, z = 122.2221, angle = -91.70381, collision = h0020B1
x = 121.3463, y = -318.5899, z = 122.8415, angle = -98.78655, collision = h0020B1
x = 123.6693, y = -318.5899, z = 123.3126, angle = -67.82523, collision = h0020B1
x = 125.0031, y = -318.7503, z = 122.911, angle = -88.10245, collision = h0020B1
x = 126.4079, y = -319.4003, z = 122.9019, angle = -42.10268, collision = h0020B1
x = 127.0865, y = -319.9998, z = 122.3756, angle = 13.86371, collision = h0020B1
x = 126.4047, y = -320.1036, z = 121.614, angle = 106.4399, collision = h0020B1
x = 125.51, y = -319.5417, z = 121.8901, angle = 147.133, collision = h0020B1
x = 123.9846, y = -318.5969, z = 122.3433, angle = -72.88589, collision = h0020B1
x = 126.8421, y = -320.7472, z = 120.8048, angle = -41.02219, collision = h0020B1
x = 127.4599, y = -321.4162, z = 120.1005, angle = -33.26457, collision = h0020B1
x = 127.9655, y = -322.0731, z = 119.3242, angle = 7.587944, collision = h0020B1
x = 127.9264, y = -322.8169, z = 117.9322, angle = -45.51567, collision = h0020B1
x = 128.5097, y = -323.4689, z = 117.2301, angle = -73.44442, collision = h0020B1
x = 129.3939, y = -324.0396, z = 116.9291, angle = -77.54065, collision = h0020B1
x = 130.3067, y = -324.5741, z = 116.7181, angle = -79.07996, collision = h0020B1
x = 131.2233, y = -325.1006, z = 116.525, angle = -49.96524, collision = h0020B1
x = 131.969, y = -325.7285, z = 116.0033, angle = -7.160251, collision = h0020B1
x = 132.1471, y = -326.3078, z = 115.0941, angle = 1.619629, collision = h0020B1
x = 132.1514, y = -326.8221, z = 114.1578, angle = -48.23168, collision = h0020B1
x = 132.7572, y = -327.4607, z = 113.4991, angle = -82.58499, collision = h0020B1
x = 133.6804, y = -327.9677, z = 113.3473, angle = -65.04906, collision = h0020B1
x = 134.5418, y = -328.5486, z = 113.0085, angle = -44.73126, collision = h0020B1
x = 135.2368, y = -329.21, z = 112.383, angle = -43.88951, collision = h0020B1
x = 135.8883, y = -329.8772, z = 111.7102, angle = -41.24623, collision = h0020B1
x = 136.5079, y = -330.5463, z = 111.0074, angle = -0.438143, collision = h0020B1
x = 136.646, y = -331.0961, z = 110.1185, angle = 14.56933, collision = h0020B1
x = 136.116, y = -331.5438, z = 108.8556, angle = 89.4442, collision = h0020B1
x = 134.8503, y = -330.8837, z = 108.9999, angle = 166.4097, collision = h0020B1
x = 134.5377, y = -330.2732, z = 109.8533, angle = 177.014, collision = h0020B1
x = 134.479, y = -329.7346, z = 110.7882, angle = -156.454, collision = h0020B1
x = 132.0944, y = -327.6057, z = 112.6611, angle = 129.1078, collision = h0020B1
x = 131.5212, y = -327.1045, z = 113.1128, angle = 168.094, collision = h0020B1
x = 131.3262, y = -326.2659, z = 114.4819, angle = -158.0086, collision = h0020B1
x = 127.109, y = -322.1151, z = 118.5288, angle = -152.4676, collision = h0020B1
x = 128.6564, y = -321.5851, z = 120.7957, angle = -154.9201, collision = h0020B1
x = 128.3072, y = -321.0673, z = 121.4492, angle = 131.5827, collision = h0020B1
x = 126.2241, y = -318.7731, z = 123.8939, angle = 152.4389, collision = h0020B1
x = 125.3951, y = -318.5898, z = 124.8818, angle = -170.8273, collision = h0020B1
x = 125.4176, y = -318.5901, z = 126.5044, angle = -167.4049, collision = h0020B1
x = 125.58, y = -318.589, z = 127.8405, angle = 162.5769, collision = h0020B1
x = 125.3561, y = -318.5877, z = 129.2012, angle = -127.9848, collision = h0020B1
x = 126.5009, y = -319.1866, z = 129.7641, angle = -67.33265, collision = h0020B1
x = 127.8416, y = -319.1876, z = 129.3947, angle = -99.85995, collision = h0020B1
x = 129.1439, y = -319.1876, z = 129.8212, angle = -127.5434, collision = h0020B1
x = 130.2496, y = -319.279, z = 130.6864, angle = -133.1133, collision = h0020B1
x = 130.9353, y = -319.8136, z = 131.3246, angle = -137.2361, collision = h0020B1
x = 131.5484, y = -320.3399, z = 132.0268, angle = 169.804, collision = h0020B1
x = 131.2419, y = -320.5877, z = 133.3415, angle = 90.30236, collision = h0020B1
x = 130.0105, y = -320.0868, z = 133.1705, angle = 28.83621, collision = h0020B1
x = 129.5308, y = -319.5855, z = 132.3773, angle = 9.992649, collision = h0020B1
x = 129.1285, y = -319.1876, z = 131.0443, angle = 22.36664, collision = h0020B1
x = 124.1665, y = -318.5898, z = 128.6698, angle = 102.3029, collision = h0020B1
x = 122.0007, y = -318.5902, z = 128.5373, angle = 111.561, collision = h0020B1
x = 120.74, y = -318.5886, z = 129.1324, angle = 125.8114, collision = h0020B1
x = 117.7351, y = -319.1876, z = 132.637, angle = 147.9379, collision = h0020B1
x = 114.9829, y = -320.5879, z = 135.0932, angle = 125.9561, collision = h0020B1
x = 113.2777, y = -320.8831, z = 136.3869, angle = 141.6456, collision = h0019B1
x = 105.5133, y = -326.7959, z = 146.2041, angle = 131.6659, collision = h0019B1
x = 103.2986, y = -328.2826, z = 153.8913, angle = -75.28887, collision = h0019B1
x = 105.8058, y = -340.9623, z = 153.3551, angle = -75.28887, collision = h0019B1
x = 105.9988, y = -340.8027, z = 151.9574, angle = -20.38194, collision = h0019B1
x = 106.3545, y = -340.8268, z = 150.9242, angle = 11.98271, collision = h0019B1
x = 106.1029, y = -341.0509, z = 149.7169, angle = 28.28656, collision = h0019B1
x = 104.4134, y = -341.5326, z = 147.1798, angle = 65.1077, collision = h0019B1
x = 103.1138, y = -341.4622, z = 146.5487, angle = 134.7968, collision = h0019B1
x = 103.6408, y = -341.5325, z = 150.3446, angle = -162.0013, collision = h0019B1
x = 104.0929, y = -341.2048, z = 151.402, angle = 132.0047, collision = h0019B1
x = 103.3847, y = -341.3988, z = 152.2977, angle = 81.57145, collision = h0060B1
x = 102.0567, y = -342.1613, z = 152.1507, angle = 47.46878, collision = h0060B1
x = 101.0215, y = -342.1502, z = 151.2555, angle = 71.91581, collision = h0060B1
x = 100.002, y = -342.3495, z = 150.8781, angle = 158.5911, collision = h0060B1
x = 99.40711, y = -343.0238, z = 151.9959, angle = -140.5329, collision = h0060B1
x = 100.0738, y = -343.2124, z = 153.0076, angle = -148.1529, collision = h0060B1
x = 100.7165, y = -343.4341, z = 154.0788, angle = 126.0515, collision = h0060B1
x = 99.88774, y = -344.0798, z = 154.9318, angle = 63.02056, collision = h0060B1
x = 98.74198, y = -344.3099, z = 154.5221, angle = 65.44891, collision = h0060B1
x = 97.53748, y = -344.4961, z = 153.9581, angle = 112.0753, collision = h0060B1
x = 95.26527, y = -345.3428, z = 156.0831, angle = 141.7237, collision = h0060B1
x = 94.50181, y = -345.3428, z = 157.0892, angle = -178.3951, collision = h0060B1
x = 94.33237, y = -345.3428, z = 158.3495, angle = -115.6376, collision = h0060B1
x = 95.27081, y = -345.3428, z = 158.9582, angle = -43.35635, collision = h0060B1
x = 96.2591, y = -345.3428, z = 158.103, angle = -11.75052, collision = h0060B1
x = 96.52876, y = -345.3428, z = 156.9224, angle = -84.13681, collision = h0060B1
x = 97.69353, y = -345.3428, z = 156.5907, angle = -126.499, collision = h0060B1
x = 98.27355, y = -345.3428, z = 157.6078, angle = 169.8757, collision = h0060B1
x = 98.06127, y = -345.3428, z = 158.9553, angle = -160.5499, collision = h0060B1
x = 98.35309, y = -345.3428, z = 160.1151, angle = -153.4203, collision = h0060B1
x = 98.99759, y = -345.3428, z = 161.3187, angle = -120.4805, collision = h0060B1
x = 99.99897, y = -345.3428, z = 161.9545, angle = -58.07091, collision = h0060B1
x = 101.0275, y = -345.3428, z = 161.3574, angle = 21.38182, collision = h0060B1
x = 100.647, y = -345.3428, z = 160.2402, angle = 99.9596, collision = h0060B1
x = 99.40646, y = -345.3428, z = 160.2458, angle = 134.0264, collision = h0060B1
x = 101.6779, y = -345.3428, z = 159.8223, angle = -72.758, collision = h0060B1
x = 103.1602, y = -345.9013, z = 159.1424, angle = 23.38336, collision = h0060B1
x = 104.287, y = -345.9192, z = 158.887, angle = 43.91587, collision = h0060B1
x = 104.4179, y = -347.0754, z = 157.3423, angle = 46.78286, collision = h0060B1
x = 103.5528, y = -347.1602, z = 156.4101, angle = 20.08827, collision = h0060B1
x = 102.7945, y = -347.4903, z = 154.6329, angle = -99.79488, collision = h0060B1
x = 103.8429, y = -348.2857, z = 153.9163, angle = -118.5196, collision = h0060B1
x = 105.0435, y = -348.5702, z = 154.2319, angle = -91.5344, collision = h0060B1
x = 106.1077, y = -348.8176, z = 154.523, angle = -55.40936, collision = h0060B1
x = 107.2516, y = -349.3225, z = 154.255, angle = 13.26688, collision = h0060B1
x = 107.3766, y = -349.9709, z = 152.783, angle = 40.26081, collision = h0060B1
x = 106.652, y = -350.0893, z = 151.887, angle = -13.95286, collision = h0060B1
x = 106.4545, y = -350.4955, z = 150.7335, angle = -80.42552, collision = h0060B1
x = 107.4055, y = -351.0852, z = 150.0973, angle = -142.5769, collision = h0060B1
x = 108.6102, y = -351.1716, z = 150.898, angle = 136.7795, collision = h0060B1
x = 108.4239, y = -350.6728, z = 151.9548, angle = 81.68752, collision = h0060B1
x = 107.73, y = -351.5969, z = 148.7428, angle = -97.49094, collision = h0060B1
x = 109.0667, y = -352.4405, z = 148.195, angle = -103.7838, collision = h0060B1
x = 110.1994, y = -352.7419, z = 148.4125, angle = -112.6443, collision = h0060B1
x = 111.2477, y = -352.9485, z = 148.7897, angle = -47.51157, collision = h0060B1
x = 112.5304, y = -353.6505, z = 148.1587, angle = 8.389385, collision = h0060B1
x = 112.7274, y = -354.166, z = 147.0703, angle = 32.39377, collision = h0060B1
x = 112.1518, y = -354.4376, z = 145.9267, angle = 10.73023, collision = h0060B1
x = 111.7327, y = -354.8191, z = 144.6471, angle = -67.61732, collision = h0060B1
x = 112.6459, y = -355.4639, z = 143.8454, angle = -117.364, collision = h0060B1
x = 113.9549, y = -355.7906, z = 144.1492, angle = -87.85476, collision = h0060B1
x = 115.0889, y = -356.0524, z = 144.464, angle = -40.45578, collision = h0060B1
x = 115.9775, y = -356.595, z = 143.8312, angle = 18.10362, collision = h0061B1
x = 115.9518, y = -356.595, z = 142.4339, angle = 27.02569, collision = h0061B1
x = 115.4, y = -356.595, z = 141.4507, angle = -42.8681, collision = h0061B1
x = 116.1496, y = -356.595, z = 140.1583, angle = -118.0525, collision = h0061B1
x = 117.4838, y = -356.595, z = 140.3581, angle = -124.1786, collision = h0061B1
x = 118.6616, y = -356.4655, z = 141.1176, angle = -44.54428, collision = h0061B1
x = 120.2132, y = -356.595, z = 141.6404, angle = -26.8277, collision = h0061B1
x = 121.1734, y = -356.595, z = 140.5559, angle = 11.57654, collision = h0061B1
x = 121.2212, y = -356.595, z = 139.2008, angle = 18.59884, collision = h0061B1
x = 120.8608, y = -356.595, z = 138.2656, angle = 35.13867, collision = h0061B1
x = 120.2608, y = -356.595, z = 136.9678, angle = 64.41942, collision = h0061B1
x = 118.7921, y = -356.595, z = 136.0329, angle = 63.49284, collision = h0061B1
x = 117.6506, y = -356.595, z = 135.4652, angle = 64.21865, collision = h0061B1
x = 116.5266, y = -356.595, z = 134.9212, angle = 66.49764, collision = h0061B1
x = 115.3026, y = -356.595, z = 134.4165, angle = 124.3523, collision = h0061B1
x = 114.2713, y = -356.595, z = 134.9453, angle = 179.8746, collision = h0061B1
x = 114.2039, y = -356.595, z = 136.2738, angle = -139.5949, collision = h0061B1
x = 114.9539, y = -356.595, z = 137.2148, angle = -111.1261, collision = h0061B1
x = 116.1797, y = -356.595, z = 137.6443, angle = -22.13373, collision = h0061B1
x = 116.7318, y = -356.595, z = 136.6673, angle = 52.38073, collision = h0061B1
x = 115.6105, y = -356.595, z = 135.6359, angle = 29.32528, collision = h0061B1
x = 114.4314, y = -356.595, z = 133.7285, angle = 11.25913, collision = h0061B1
x = 114.8771, y = -356.595, z = 132.4898, angle = -90.9599, collision = h0061B1
x = 116.0194, y = -356.5538, z = 132.2949, angle = -132.2712, collision = h0061B1
x = 116.9989, y = -356.595, z = 133.3484, angle = -163.2159, collision = h0061B1
x = 121.6476, y = -356.184, z = 141.6689, angle = -145.8372, collision = h6101B1
x = 122.2918, y = -355.8727, z = 142.6824, angle = -93.61814, collision = h6101B1
x = 123.5155, y = -356.2542, z = 142.804, angle = -74.0544, collision = h0061B1
x = 124.713, y = -356.595, z = 142.5034, angle = -50.38556, collision = h0061B1
x = 125.6101, y = -356.595, z = 141.659, angle = -3.982342, collision = h0061B1
x = 125.6742, y = -356.595, z = 140.4944, angle = 73.61277, collision = h0061B1
x = 124.1767, y = -356.595, z = 140.4203, angle = 171.5543, collision = h6101B1
x = 123.5225, y = -356.4185, z = 141.3394, angle = -108.1574, collision = h6101B1
x = 123.7805, y = -356.595, z = 139.4748, angle = 16.9147, collision = h0061B1
x = 123.54, y = -356.3141, z = 138.3636, angle = 34.96613, collision = h6101B1
x = 122.9096, y = -356.0231, z = 137.2496, angle = 37.25486, collision = h6101B1
x = 122.1635, y = -356.1555, z = 136.2018, angle = -7.157888, collision = h6101B1
x = 122.1952, y = -356.3045, z = 135.1152, angle = 21.501, collision = h6101B1
x = 121.9941, y = -356.6434, z = 134.1018, angle = 8.149563, collision = h6101B1
x = 121.7416, y = -357.1956, z = 132.7233, angle = 8.53637, collision = h6101B1
x = 121.525, y = -357.757, z = 131.3303, angle = 25.40139, collision = h6101B1
x = 121.0877, y = -358.1893, z = 130.2918, angle = 7.499794, collision = h6101B1
x = 120.8516, y = -358.6938, z = 129.1313, angle = 1.727273, collision = h6101B1
x = 120.7846, y = -359.2669, z = 127.7763, angle = 6.956589, collision = h6101B1
x = 120.665, y = -359.621, z = 126.5672, angle = -16.48663, collision = h6101B1
x = 120.9684, y = -360.1464, z = 125.2875, angle = -18.42244, collision = h6101B1
x = 121.4905, y = -360.9237, z = 123.8207, angle = -17.26926, collision = h6101B1
x = 121.8658, y = -361.3517, z = 122.6241, angle = -20.91352, collision = h6101B1
x = 122.2602, y = -361.7825, z = 121.4686, angle = -32.65647, collision = h6101B1
x = 123.1848, y = -362.3365, z = 120.2295, angle = -33.43462, collision = h6101B1
x = 123.823, y = -362.7456, z = 119.2931, angle = -37.86848, collision = h6101B1
x = 124.7542, y = -363.2337, z = 118.0122, angle = -44.82956, collision = h6101B1
x = 125.4721, y = -363.461, z = 117.1143, angle = -111.5099, collision = h6101B1
x = 126.7109, y = -363.9688, z = 117.0743, angle = -59.3594, collision = h6101B1
x = 127.8881, y = -364.4305, z = 116.9355, angle = 36.12678, collision = h6101B1
x = 127.9552, y = -364.9357, z = 115.9332, angle = -79.23607, collision = h0061B1
x = 127.0347, y = -366.2445, z = 114.5335, angle = -81.06809, collision = h0061B1
x = 128.1648, y = -366.2445, z = 114.4119, angle = -63.44202, collision = h0061B1
x = 129.3588, y = -366.2445, z = 113.9585, angle = 6.724362, collision = h0061B1
x = 129.5625, y = -366.2445, z = 112.5946, angle = -31.59025, collision = h0061B1
x = 129.7379, y = -366.2445, z = 111.5997, angle = -67.48462, collision = h0061B1
x = 131.3235, y = -366.2445, z = 110.7999, angle = -28.7078, collision = h0061B1
x = 132.0963, y = -366.2445, z = 109.7278, angle = -39.51398, collision = h0061B1
x = 132.8655, y = -366.2445, z = 108.5218, angle = -72.46527, collision = h0061B1
x = 134.2831, y = -366.2445, z = 107.7674, angle = -37.15347, collision = h0061B1
x = 135.5107, y = -366.2445, z = 107.0466, angle = -24.71253, collision = h0061B1
x = 136.0677, y = -366.2445, z = 105.8663, angle = -24.28444, collision = h0061B1
x = 136.6651, y = -366.2445, z = 104.5556, angle = -26.43171, collision = h0061B1
x = 137.6185, y = -366.2445, z = 103.413, angle = -51.4201, collision = h0061B1
x = 138.7556, y = -366.2445, z = 102.5048, angle = -18.03558, collision = h0061B1
x = 139.6719, y = -366.2445, z = 101.8657, angle = 54.93703, collision = h0061B1
x = 134.9711, y = -366.2445, z = 106.0216, angle = 139.2095, collision = h0061B1
x = 126.4757, y = -366.2445, z = 115.598, angle = 123.0523, collision = h0061B1
x = 125.4652, y = -366.2445, z = 116.2585, angle = 118.2892, collision = h0061B1
x = 124.4859, y = -366.2445, z = 117.0754, angle = 142.385, collision = h0061B1
x = 123.7371, y = -366.2445, z = 118.0393, angle = 144.3999, collision = h0061B1
x = 122.9879, y = -366.2445, z = 119.0965, angle = 145.4848, collision = h0061B1
x = 122.3409, y = -366.2445, z = 120.0395, angle = 144.9643, collision = h0061B1
x = 122.1172, y = -366.2445, z = 121.0809, angle = 153.8759, collision = h0061B1
x = 121.4211, y = -366.2445, z = 122.283, angle = 112.5487, collision = h0061B1
x = 120.1486, y = -366.2445, z = 122.8505, angle = 139.1347, collision = h0061B1
x = 119.2507, y = -366.2445, z = 123.8566, angle = 172.7165, collision = h0061B1
x = 119.0103, y = -366.2445, z = 125.2687, angle = 168.5489, collision = h0061B1
x = 118.7838, y = -366.2445, z = 126.4118, angle = 125.3161, collision = h0061B1
x = 117.9179, y = -366.2445, z = 127.2423, angle = 116.7621, collision = h0061B1
x = 116.7006, y = -366.2445, z = 127.8586, angle = 113.9229, collision = h0061B1
x = 115.5988, y = -366.2445, z = 128.3709, angle = 151.0584, collision = h0061B1
x = 114.8325, y = -366.2445, z = 129.445, angle = 171.6211, collision = h0061B1
x = 114.6358, y = -366.2445, z = 130.6367, angle = 112.9102, collision = h0061B1
x = 113.2355, y = -366.2126, z = 130.9724, angle = -48.04589, collision = h0061B1
x = 116.0289, y = -366.2445, z = 129.4431, angle = -84.44869, collision = h0061B1
x = 116.8865, y = -366.2445, z = 128.8626, angle = -51.48792, collision = h0061B1
x = 117.2854, y = -366.2445, z = 125.9279, angle = -29.39676, collision = h0061B1
x = 122.7131, y = -366.2445, z = 122.5138, angle = -127.5212, collision = h0061B1
x = 125.256, y = -383.1998, z = 124.9121, angle = -127.5212, collision = h0061B1
x = 124.2244, y = -383.2657, z = 125.4055, angle = 108.0093, collision = h0061B1
x = 122.891, y = -383.4516, z = 125.8631, angle = 122.7746, collision = h0061B1
x = 121.9353, y = -383.4516, z = 126.4513, angle = 129.807, collision = h0061B1
x = 120.9673, y = -383.4516, z = 127.2386, angle = 140.7516, collision = h0061B1
x = 120.1572, y = -383.4516, z = 128.1963, angle = -179.0868, collision = h0061B1
x = 120.7955, y = -383.4184, z = 129.0006, angle = -86.66242, collision = h0061B1
x = 121.9235, y = -383.2032, z = 128.5688, angle = -64.07327, collision = h0061B1
x = 123.0599, y = -383.2032, z = 128.0795, angle = -35.95125, collision = h0061B1
x = 123.8446, y = -383.2032, z = 127.0895, angle = -48.48216, collision = h0061B1
x = 125.3827, y = -383.2032, z = 126.1872, angle = -105.3017, collision = h0061B1
x = 126.6731, y = -383.2032, z = 126.5149, angle = -104.625, collision = h0061B1
x = 127.8744, y = -383.2032, z = 126.8263, angle = -88.82593, collision = h0061B1
x = 129.146, y = -383.2032, z = 126.8798, angle = -85.23164, collision = h0061B1
x = 130.431, y = -383.2032, z = 126.7464, angle = -91.90383, collision = h0061B1
x = 131.6501, y = -383.2032, z = 126.7653, angle = -115.4381, collision = h0061B1
x = 132.8781, y = -383.2032, z = 127.3185, angle = -138.0414, collision = h0061B1
x = 133.6281, y = -383.2225, z = 127.9917, angle = 158.2635, collision = h0061B1
x = 133.8742, y = -383.4516, z = 129.4684, angle = 135.6638, collision = h0061B1
x = 133.1358, y = -383.4516, z = 130.3866, angle = 136.5744, collision = h0061B1
x = 132.1317, y = -383.4516, z = 131.2906, angle = 109.6747, collision = h0061B1
x = 131.0112, y = -383.4516, z = 131.7438, angle = 99.02561, collision = h0061B1
x = 129.7227, y = -383.4012, z = 131.9624, angle = 139.2573, collision = h0061B1
x = 128.821, y = -383.3282, z = 132.8109, angle = 166.1336, collision = h0061B1
x = 128.4254, y = -383.4516, z = 133.998, angle = 156.905, collision = h0061B1
x = 127.9483, y = -383.4516, z = 135.225, angle = 150.0032, collision = h0061B1
x = 127.3432, y = -383.4516, z = 136.2992, angle = 144.748, collision = h0061B1
x = 126.5597, y = -383.4516, z = 137.4207, angle = 136.2071, collision = h0061B1
x = 125.7353, y = -383.4516, z = 138.3085, angle = 121.9904, collision = h0061B1
x = 124.5833, y = -383.4516, z = 139.0054, angle = 81.3923, collision = h0061B1
x = 123.4229, y = -383.2194, z = 138.8579, angle = 27.2809, collision = h0061B1
x = 122.7473, y = -383.2032, z = 137.7441, angle = 1.840599, collision = h0061B1
x = 122.6233, y = -383.2032, z = 136.5121, angle = 11.07331, collision = h0061B1
x = 122.3907, y = -383.2032, z = 135.2526, angle = 35.07607, collision = h0061B1
x = 121.7508, y = -383.2032, z = 134.1602, angle = 60.75877, collision = h0061B1
x = 120.6853, y = -383.2032, z = 133.5455, angle = 96.61769, collision = h0061B1
x = 119.3608, y = -383.2032, z = 133.6147, angle = 125.4037, collision = h0061B1
x = 118.3695, y = -383.2032, z = 134.3129, angle = -167.4455, collision = h0061B1
x = 118.4459, y = -383.2032, z = 135.5778, angle = -125.6561, collision = h0061B1
x = 119.3806, y = -383.2032, z = 136.3283, angle = -137.0261, collision = h0061B1
x = 120.3014, y = -383.2032, z = 137.2763, angle = -178.3766, collision = h0061B1
x = 120.3178, y = -383.2032, z = 138.6782, angle = 74.89243, collision = h0061B1
x = 119.1113, y = -383.2032, z = 138.6907, angle = 45.5892, collision = h0061B1
x = 118.7099, y = -383.2032, z = 137.3176, angle = 1.973774, collision = h0061B1
x = 121.3583, y = -383.2032, z = 135.484, angle = 176.4171, collision = h0061B1
x = 121.1631, y = -383.2032, z = 136.6765, angle = -148.1768, collision = h0061B1
x = 121.7496, y = -383.2032, z = 137.8861, angle = -123.9368, collision = h0061B1
x = 122.9108, y = -383.3235, z = 139.8528, angle = 135.1135, collision = h0061B1
x = 122.1953, y = -383.25, z = 140.7462, angle = -130.7245, collision = h0061B1
x = 122.9442, y = -383.4516, z = 142.6198, angle = -82.42663, collision = h0061B1
x = 124.3218, y = -383.4516, z = 141.6286, angle = 1.629751, collision = h0061B1
x = 124.3436, y = -383.4516, z = 140.4872, angle = -1.555712, collision = h0061B1
x = 124.8029, y = -383.2978, z = 137.4731, angle = -85.40594, collision = h0061B1
x = 134.7476, y = -383.4516, z = 128.7428, angle = -19.26723, collision = h0061B1
x = 135.2312, y = -383.3367, z = 127.383, angle = -8.412006, collision = h0061B1
x = 135.6789, y = -383.4516, z = 126.22, angle = 20.71087, collision = h0061B1
x = 135.812, y = -383.4516, z = 125.1101, angle = 65.36898, collision = h0061B1
x = 134.4242, y = -383.1059, z = 123.9078, angle = 85.37459, collision = h0061B1
x = 133.2334, y = -383.2032, z = 123.7447, angle = 90.50681, collision = h0061B1
x = 131.9312, y = -383.2032, z = 123.7405, angle = 127.4636, collision = h0061B1
x = 130.9089, y = -383.2032, z = 124.1571, angle = -179.3663, collision = h0061B1
x = 130.5237, y = -383.2032, z = 125.2396, angle = -131.479, collision = h0061B1
x = 132.1777, y = -383.2032, z = 125.1348, angle = 20.34328, collision = h0061B1
x = 131.3996, y = -383.2032, z = 122.7445, angle = 36.32961, collision = h0061B1
x = 130.8364, y = -383.2032, z = 121.7811, angle = 18.74007, collision = h0061B1
x = 130.1935, y = -383.2032, z = 120.8298, angle = 18.71111, collision = h0061B1
x = 129.6615, y = -383.2032, z = 119.2867, angle = 3.729502, collision = h0061B1
x = 129.5253, y = -383.4516, z = 118.2155, angle = -31.29442, collision = h0061B1
x = 129.8087, y = -383.4516, z = 116.8072, angle = -111.9857, collision = h0061B1
x = 131.0143, y = -383.4516, z = 116.6861, angle = -132.1168, collision = h0061B1
x = 132.0528, y = -383.2032, z = 117.7178, angle = -133.6562, collision = h0061B1
x = 133.2331, y = -383.2032, z = 118.817, angle = -127.6789, collision = h0061B1
x = 134.3754, y = -383.2032, z = 119.6858, angle = -125.2327, collision = h0061B1
x = 135.3897, y = -383.1536, z = 120.4609, angle = -120.1148, collision = h0061B1
x = 136.645, y = -383.2032, z = 121.2761, angle = -113.7348, collision = h0061B1
x = 138.0594, y = -383.3791, z = 121.9515, angle = -82.15775, collision = h0061B1
x = 139.4363, y = -383.4516, z = 122.0223, angle = -26.27686, collision = h0061B1
x = 140.2501, y = -383.4516, z = 121.0965, angle = 49.8045, collision = h0061B1
